Item,Supplier,Unit Price,Project
Item_0009,Mitsubishi,153.79,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0010,Clariant,184.96,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0010,Lyondell,170.4,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0010,Mitsubishi,158.78,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0011,BASF,184.07,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0011,DuPont,198.6,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0011,INEOS,184.83,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0011,SABIC,192.24,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0012,BASF,189.42,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0012,DuPont,216.96,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0012,SABIC,155.84,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0014,BASF,185.64,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0014,DuPont,213.34,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0014,SABIC,209.56,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0015,BASF,238.84,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0015,DuPont,215.95,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0015,SABIC,225.94,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0016,BASF,198,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0016,DuPont,214.76,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0016,INEOS,144.78,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0016,SABIC,167.94,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0017,BASF,176.18,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0017,DuPont,218.04,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0017,SABIC,204.03,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0018,BASF,203.16,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0018,DuPont,189.81,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0018,SABIC,176.95,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0019,BASF,228.55,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0019,DuPont,201.23,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0019,SABIC,192.47,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0020,BASF,184.65,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0020,DuPont,203.5,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0020,INEOS,154.92,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0020,SABIC,244.97,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0021,BASF,208.52,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0021,DuPont,245.99,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0021,SABIC,198.21,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0022,BASF,174.7,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0022,DuPont,204.79,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0022,INEOS,189.77,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0022,SABIC,170.62,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0023,BASF,217.53,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0023,Reliance,180.98,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0023,SABIC,225.84,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0024,BASF,224.7,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0024,Linde,166.89,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0024,SABIC,184.86,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0025,AirLiquide,205.38,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0025,INEOS,172.31,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0025,Lyondell,157.31,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0025,Mitsubishi,151.2,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0026,INEOS,179.7,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0026,Mitsubishi,174.07,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0026,Reliance,130.93,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0027,AirLiquide,213.99,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0027,INEOS,206.99,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0027,Lyondell,177.65,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0028,DuPont,175.15,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0028,INEOS,165.93,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0028,Lyondell,151.16,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0028,Mitsubishi,132.93,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0029,INEOS,191.53,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0029,Mitsubishi,212.98,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0029,Reliance,206.91,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0030,INEOS,169.85,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0030,Linde,188.09,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0030,Lyondell,170.11,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0031,INEOS,235.13,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0031,Linde,173.5,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0031,Mitsubishi,186.6,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0032,AirLiquide,218.56,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0032,BASF,203.82,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0032,Mitsubishi,250.86,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0033,INEOS,201.08,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0033,Linde,180.62,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0033,Lyondell,166.52,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0034,BASF,177.78,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0034,INEOS,164.16,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0034,Lyondell,178.32,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0034,Reliance,161.13,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0035,AirLiquide,190.59,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0035,INEOS,154.86,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0035,Lyondell,172.05,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0036,AirLiquide,194.29,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0036,INEOS,156.75,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0036,Lyondell,154.85,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0037,INEOS,142.62,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0037,Lyondell,180.39,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0038,AirLiquide,209.22,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0038,INEOS,177.77,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0038,Lyondell,176.39,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0039,INEOS,225.45,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0039,Linde,161.56,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0039,Lyondell,187.79,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0039,SABIC,225.13,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0040,INEOS,191.93,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0040,Lyondell,169.94,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0041,INEOS,224.49,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0041,Linde,196.95,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0041,Lyondell,173.98,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0041,Mitsubishi,198.3,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0041,SABIC,244.8,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0042,Clariant,167.46,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0042,DuPont,182.03,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0042,INEOS,166.82,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0042,Mitsubishi,197.66,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0042,SABIC,181.23,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0043,INEOS,198.47,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0043,Lyondell,163.52,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0044,Clariant,134.21,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0044,INEOS,226.76,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0044,Lyondell,204.53,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0044,SABIC,221.14,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0045,INEOS,178.31,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0045,Lyondell,161.57,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0046,INEOS,215.67,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0046,Linde,184.45,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0046,Lyondell,173.87,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0046,Mitsubishi,205,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0046,SABIC,241.33,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0047,AirLiquide,190.43,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0047,INEOS,188.05,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0047,Lyondell,202.87,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0048,INEOS,199.37,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0048,Linde,240.47,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0049,INEOS,169.73,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0049,Lyondell,152.93,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0050,INEOS,153.85,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0050,Reliance,184.37,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0051,INEOS,181.82,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0051,Lyondell,145.96,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0052,Lyondell,194.78,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0052,Mitsubishi,245.09,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0052,SABIC,239.2,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0053,BASF,283.72,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0053,Reliance,298.93,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0053,SABIC,286.13,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0054,Clariant,221.86,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0054,DuPont,181.06,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0054,Reliance,178.53,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0054,SABIC,161.53,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0055,Clariant,190.96,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0055,DuPont,163.36,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0055,Reliance,190.06,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0055,SABIC,147.14,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0056,Clariant,184.72,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0056,DuPont,205.43,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0056,Reliance,145.81,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0056,SABIC,186.28,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0057,Clariant,215.13,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0057,INEOS,215.3,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0057,Mitsubishi,173.73,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0058,INEOS,203.27,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0058,Reliance,244.64,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0059,AirLiquide,192.51,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0059,Clariant,190.24,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0059,Reliance,159.77,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0060,AirLiquide,195.87,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0060,BASF,172.61,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0060,Mitsubishi,202.02,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0061,AirLiquide,206.34,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0061,Mitsubishi,227.89,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0061,Reliance,221.19,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0062,Clariant,337.13,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0062,INEOS,349.64,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0062,Mitsubishi,315.33,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0063,AirLiquide,241.57,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0063,Clariant,254.87,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0063,DuPont,286.13,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0063,INEOS,219.94,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0064,Mitsubishi,216.88,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0064,Reliance,265.39,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0064,SABIC,253.94,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0065,INEOS,245.98,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0065,Linde,235.17,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0065,Reliance,205.57,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0066,INEOS,178.92,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0066,Mitsubishi,163.4,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0066,SABIC,167.48,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0067,BASF,229.49,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0067,INEOS,233.75,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0067,SABIC,207.55,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0068,INEOS,162.36,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0068,Linde,134.35,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0068,SABIC,153.92,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0069,AirLiquide,168.21,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0069,INEOS,175.58,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0069,Linde,152.48,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0070,Clariant,184.85,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0070,INEOS,209.1,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0070,Linde,181.51,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0070,Lyondell,223.6,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0071,INEOS,211.94,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0071,Lyondell,231.85,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0071,SABIC,256.97,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0072,AirLiquide,185.56,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0072,Clariant,181.89,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0072,Mitsubishi,201.26,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0073,AirLiquide,220.43,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0073,Linde,174.32,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0073,Reliance,173.09,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0074,Clariant,193.05,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0074,INEOS,187.3,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0074,Linde,170.89,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0075,INEOS,177.41,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0075,Linde,365.06,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0075,Reliance,169.75,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0076,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0076,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0077,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0077,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0077,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0078,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0078,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0078,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0079,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0079,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0079,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0080,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0080,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0080,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0081,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0081,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0081,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0082,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0082,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0082,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0083,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0083,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0083,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0084,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0084,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0084,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0085,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0085,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0085,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0086,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0086,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0086,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0087,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0087,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0087,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0088,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0088,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0088,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0089,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0089,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0089,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0090,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0090,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0090,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0091,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0091,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0091,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0092,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0092,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0092,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0093,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0093,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0093,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0094,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0094,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0094,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0095,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0095,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0095,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0096,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0096,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0096,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0097,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0097,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0097,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0098,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0098,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0098,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0099,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0099,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0099,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0100,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0100,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0100,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0101,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0101,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0101,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0102,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0102,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0102,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0103,Reliance,169.7481812,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0103,INEOS,177.4111365,33aad28d-59f5-4b9f-bee8-ebe1a2389570
Item_0103,Linde,365.0564901,33aad28d-59f5-4b9f-bee8-ebe1a2389570
